trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-23.196779351231644,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,8,0.27336127992898884,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,12,-21.14534960208454,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-108.52676732820704,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,9,1.9078326908661647,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,0,-113.88045053921797,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,0,4.510791826777578,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",25,20,7.627270954911779,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",25,0,-44.06415097222657,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",30,11,3.204725538063606,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",30,0,-38.12460887605956,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,5,-39.10008385186207,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.002, 'e': 0.679770525680321}",20,0,-53.932727199802194,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",30,6,-53.95376288830735,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 1}",1
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,14.86108530881904,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-41.69187639846484,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",25,0,-133.964904174818,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",20,0,-135.67740938332818,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-123.3974302985192,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-100.54651674047292,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,0,-92.97206273016772,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,2,-105.00234469100015,"{0: 9, 1: 1, 2: 5, 3: 3, 4: 0}",1
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,0,-91.99750154025084,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",25,17,-21.5781919743229,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",30,0,-116.45693782497601,"{0: 21, 1: 4, 2: 2, 3: 1, 4: 2}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",25,0,-80.43107881002553,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,15,3.594259992582251,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.659680270484389}",30,4,-62.62559192464144,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 1}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",25,0,15.59238164985837,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",20,4,1.9249444779523197,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,2,-24.103614279273568,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,0,14.400328670398824,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,3,-57.259169617265165,"{0: 20, 1: 4, 2: 1, 3: 1, 4: 1}",1
215,False,"{'a': 0.002, 'e': 0.651811414798732}",30,8,21.35538469182196,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,8,-23.45678605169337,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",25,11,14.474589816452934,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,0,-103.21852835570061,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",25,0,-67.94261747836389,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-71.29867756459335,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",25,0,-64.11275334579193,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,0,-63.09110724133201,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",30,0,-120.76329921313904,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,2,-64.73755687041994,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 1}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",25,15,-22.247074949469585,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",25,0,-154.05095592794206,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,0,0.4440017303321204,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,9,-80.07270232089502,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",20,0,-46.80338504678956,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,0,-40.48604354073608,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.002, 'e': 0.631283645506926}",30,4,-71.45781377322628,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 1}",1
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,0,-126.86579284569171,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",25,0,-10.729436515071933,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-83.5812342023377,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,13,-11.436464134184993,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,2,-64.94924994384075,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-26.012316828137436,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,6,-17.644561615012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",35,0,-267.676803992139,"{0: 20, 1: 2, 2: 8, 3: 0, 4: 5}",0
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,9,-7.568652901608699,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,-79.79996051489404,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",20,0,-27.993231272794205,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",25,0,-93.01472953556355,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-90.53035850358539,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,13,6.052474600542546,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",30,0,-103.42577457122208,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",30,0,-7.021018031469988,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",25,0,-84.09151026852552,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",30,10,-41.15036344211524,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,7,-87.48075012689641,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,0,-49.28591326016891,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",35,0,-132.63752902759285,"{0: 27, 1: 1, 2: 4, 3: 0, 4: 3}",0
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",25,0,-88.48458909510063,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",25,14,-9.137219794949148,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",20,0,-68.79095736291232,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",25,0,-90.65931549518372,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",30,0,-181.02898347898878,"{0: 18, 1: 0, 2: 8, 3: 2, 4: 2}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",30,0,-149.18165080005573,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
259,False,"{'a': 0.002, 'e': 0.596903392674358}",20,11,-7.1830614488093225,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",30,15,-7.468135178591284,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",25,0,-60.88880905047877,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,13,-3.6533121296691524,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",30,0,-171.37286008476485,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
264,False,"{'a': 0.002, 'e': 0.5909641046815626}",30,11,-26.735934032294914,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",25,0,-27.916081773282407,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",25,20,9.518106515363227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",30,0,-45.27515889969033,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",25,5,-6.870837923745196,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,3,-19.33237178596733,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",25,0,25.345557006055397,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,8,11.275426819547606,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,9,15.468437609523997,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,2,-21.415806731038263,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,9,-14.35128308970494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",20,0,-5.3932327074870425,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,5,-3.2479141649571948,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",30,0,-28.12765669686527,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",25,11,-36.18529380484288,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,0,-69.03587019913412,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,5,-72.72137022524056,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,0,-55.88165356668543,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",20,0,-0.4708928147942376,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-52.224261360242245,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-120.68032646857468,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",25,6,22.511821433536078,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,0,-81.77894864431137,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",20,9,-35.2136171521039,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",30,15,-37.94340916688465,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",25,0,-44.845004655380144,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,5,-8.35004916334601,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.559898366565402}",20,5,-25.130077166673317,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",30,0,-21.327445251469573,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,9,20.163504060616585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,0,-123.22208729426579,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",35,27,12.411026829555759,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",30,4,-6.617418557510057,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 0}",1
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",20,0,-44.95853211610145,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,7,1.1031421122161746,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",25,0,-66.89903779754579,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,0,-63.34714277819309,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",25,17,1.6015077313287935,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",20,0,-7.493535217767723,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,0,-13.500773833305214,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",30,4,-4.304838359141729,"{0: 21, 1: 3, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",25,0,-24.282205985891945,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,0,-54.708890773096755,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,5,-18.334320760388625,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,14,20.70181155131118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",20,1,12.019754025741594,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.002, 'e': 0.539021403076357}",35,11,-44.30068555371087,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",20,14,-13.16417949106387,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",30,8,-17.11339677104544,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",20,4,-46.332026469781745,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",20,0,-98.16978566273417,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,10,-9.333003758424208,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,5,-51.92359475385689,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",35,14,-45.47510105548848,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,12,22.911483764859668,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",30,0,-10.142883255685597,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,0,-40.360221547757256,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",35,5,-63.30614280531877,"{0: 24, 1: 3, 2: 0, 3: 2, 4: 1}",1
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,0,-45.31376240802456,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-8.162965707264174,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",25,0,-104.07413657051674,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,0,-43.04256651010476,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
326,False,"{'a': 0.002, 'e': 0.522045776761016}",20,0,-78.57509281981635,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,11,-55.637079954414354,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",25,0,-24.215923159890167,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,0,-10.394322442890228,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",20,9,-29.87604691856612,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-44.80200946329345,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",25,0,-39.026519628337084,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",20,3,4.631599615328273,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",20,1,11.149506017885225,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",25,0,-34.34197413440588,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,0,-44.01390421418516,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,14,-15.659478546181154,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",20,5,12.571499263685444,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",25,0,-75.93331420454325,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",25,8,-52.4293473661512,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,0,-3.3631294668959733,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",30,0,-72.16417959603653,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,2,10.333937169787315,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",20,6,-34.06055996124539,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,0.0890501035133866,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,0,2.307529841190952,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",25,0,-28.863539048631868,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,11,-17.27522708204495,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,15,10.232758296805244,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,7,-53.89492944337427,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",30,18,-71.0290407293574,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,-55.992189336390005,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,12,-8.454833410910577,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,0,-22.551063563742023,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",25,0,5.119058598240865,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,0,-52.446447397618286,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",35,9,-96.09422206259545,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 1}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",20,10,-16.58519191048437,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,0,-14.660475715923715,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-104.67419242911106,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",20,9,-41.14983377374793,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",35,22,-8.106740615379985,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",20,9,-20.774780169069228,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
364,False,"{'a': 0.002, 'e': 0.483840486467991}",20,0,14.833737352027846,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,0,-71.286885032822,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
